sms,amount,transaction_type,bank,merchant,account,date,reference,category
Rs 5787.61 credited to Swiggy from your A/c x1303 on 25/03/2023. Ref 3789198317,5787.61,credited,SBI,Swiggy,x1303,25/03/2023,3789198317,Food
Rs 9410.98 sent to Swiggy from your A/c x6691 on 17/07/2024. Ref 8244894884,9410.98,sent,Axis,Swiggy,x6691,17/07/2024,8244894884,Food
Rs 9129.1 debited to Amazon from your A/c x7396 on 14/03/2025. Ref 8597166074,9129.1,debited,HSBC,Amazon,x7396,14/03/2025,8597166074,Shopping
Rs 6375.74 sent to Amazon from your A/c x9669 on 26/10/2024. Ref 9377986064,6375.74,sent,Axis,Amazon,x9669,26/10/2024,9377986064,Shopping
Rs 8642.54 debited to Swiggy from your A/c x4766 on 15/11/2024. Ref 3096174591,8642.54,debited,ICICI,Swiggy,x4766,15/11/2024,3096174591,Food
Rs 1120.04 received to Swiggy from your A/c x4622 on 23/12/2023. Ref 4191279403,1120.04,received,Axis,Swiggy,x4622,23/12/2023,4191279403,Food
Rs 6168.72 credited to Uber from your A/c x2299 on 16/01/2024. Ref 8948446728,6168.72,credited,Kotak,Uber,x2299,16/01/2024,8948446728,Shopping
Rs 8225.37 credited to Flipkart from your A/c x6974 on 09/12/2023. Ref 4998152757,8225.37,credited,HDFC,Flipkart,x6974,09/12/2023,4998152757,Grocery
Rs 951.61 sent to BigBasket from your A/c x6058 on 01/07/2023. Ref 3220175131,951.61,sent,Kotak,BigBasket,x6058,01/07/2023,3220175131,Transport
Rs 8537.72 sent to Amazon from your A/c x6324 on 15/02/2025. Ref 8450761278,8537.72,sent,HSBC,Amazon,x6324,15/02/2025,8450761278,Shopping
Rs 3301.93 received to Uber from your A/c x4902 on 17/10/2024. Ref 8212332502,3301.93,received,Axis,Uber,x4902,17/10/2024,8212332502,Shopping
Rs 4772.81 debited to Uber from your A/c x2600 on 18/05/2023. Ref 2178679500,4772.81,debited,Kotak,Uber,x2600,18/05/2023,2178679500,Shopping
Rs 1822.02 credited to Zomato from your A/c x1367 on 19/03/2024. Ref 1180719777,1822.02,credited,HDFC,Zomato,x1367,19/03/2024,1180719777,Food
Rs 2706.54 sent to Uber from your A/c x7466 on 28/05/2023. Ref 8424958890,2706.54,sent,ICICI,Uber,x7466,28/05/2023,8424958890,Shopping
Rs 1662.71 sent to BigBasket from your A/c x3588 on 16/12/2023. Ref 1910569154,1662.71,sent,HDFC,BigBasket,x3588,16/12/2023,1910569154,Transport
Rs 8114.75 sent to Zomato from your A/c x8011 on 04/06/2023. Ref 8864059693,8114.75,sent,Axis,Zomato,x8011,04/06/2023,8864059693,Food
Rs 9412.89 sent to Swiggy from your A/c x3359 on 04/10/2024. Ref 6364085750,9412.89,sent,HDFC,Swiggy,x3359,04/10/2024,6364085750,Food
Rs 6804.38 sent to BigBasket from your A/c x4084 on 10/04/2023. Ref 5181840848,6804.38,sent,SBI,BigBasket,x4084,10/04/2023,5181840848,Transport
Rs 2235.0 credited to Uber from your A/c x7001 on 15/11/2024. Ref 9124691959,2235.0,credited,ICICI,Uber,x7001,15/11/2024,9124691959,Shopping
Rs 6205.62 sent to Swiggy from your A/c x5733 on 01/07/2023. Ref 5499671767,6205.62,sent,Axis,Swiggy,x5733,01/07/2023,5499671767,Food
Rs 5655.81 sent to Zomato from your A/c x9125 on 28/12/2024. Ref 9035066648,5655.81,sent,HSBC,Zomato,x9125,28/12/2024,9035066648,Food
Rs 3198.35 sent to BigBasket from your A/c x6020 on 17/06/2024. Ref 3463912591,3198.35,sent,HDFC,BigBasket,x6020,17/06/2024,3463912591,Transport
Rs 3160.64 credited to Uber from your A/c x7749 on 11/07/2023. Ref 8994582887,3160.64,credited,HDFC,Uber,x7749,11/07/2023,8994582887,Shopping
Rs 5271.14 credited to Flipkart from your A/c x9985 on 05/02/2025. Ref 8516060781,5271.14,credited,HSBC,Flipkart,x9985,05/02/2025,8516060781,Grocery
Rs 4823.97 credited to Amazon from your A/c x9628 on 22/02/2025. Ref 8773326447,4823.97,credited,HSBC,Amazon,x9628,22/02/2025,8773326447,Shopping
Rs 2045.89 debited to Zomato from your A/c x9457 on 09/06/2023. Ref 4166559202,2045.89,debited,Kotak,Zomato,x9457,09/06/2023,4166559202,Food
Rs 1342.42 sent to Uber from your A/c x7416 on 05/01/2025. Ref 4353824315,1342.42,sent,ICICI,Uber,x7416,05/01/2025,4353824315,Shopping
Rs 2774.25 credited to Zomato from your A/c x6733 on 17/01/2024. Ref 8954945243,2774.25,credited,HSBC,Zomato,x6733,17/01/2024,8954945243,Food
Rs 5186.28 received to Amazon from your A/c x8872 on 30/05/2023. Ref 3743255759,5186.28,received,Axis,Amazon,x8872,30/05/2023,3743255759,Shopping
Rs 5138.94 debited to Uber from your A/c x6667 on 02/04/2023. Ref 2682057298,5138.94,debited,Axis,Uber,x6667,02/04/2023,2682057298,Shopping
Rs 5223.27 received to Swiggy from your A/c x2051 on 04/01/2024. Ref 6560236942,5223.27,received,SBI,Swiggy,x2051,04/01/2024,6560236942,Food
Rs 7961.46 sent to BigBasket from your A/c x9629 on 02/05/2023. Ref 5333158327,7961.46,sent,HSBC,BigBasket,x9629,02/05/2023,5333158327,Transport
Rs 1791.77 credited to Uber from your A/c x1639 on 02/07/2023. Ref 8761704998,1791.77,credited,Kotak,Uber,x1639,02/07/2023,8761704998,Shopping
Rs 2778.5 sent to Flipkart from your A/c x8248 on 09/03/2025. Ref 5377936550,2778.5,sent,Axis,Flipkart,x8248,09/03/2025,5377936550,Grocery
Rs 6884.77 sent to BigBasket from your A/c x2526 on 28/11/2023. Ref 2552001537,6884.77,sent,HDFC,BigBasket,x2526,28/11/2023,2552001537,Transport
Rs 1483.82 credited to BigBasket from your A/c x4779 on 18/01/2024. Ref 8062979320,1483.82,credited,HDFC,BigBasket,x4779,18/01/2024,8062979320,Transport
Rs 8757.65 credited to Uber from your A/c x3233 on 08/08/2024. Ref 7636879601,8757.65,credited,HDFC,Uber,x3233,08/08/2024,7636879601,Shopping
Rs 8962.63 received to Flipkart from your A/c x3406 on 03/11/2023. Ref 9373389891,8962.63,received,ICICI,Flipkart,x3406,03/11/2023,9373389891,Grocery
Rs 7360.65 received to Flipkart from your A/c x5928 on 13/07/2024. Ref 1750158664,7360.65,received,Kotak,Flipkart,x5928,13/07/2024,1750158664,Grocery
Rs 4449.58 debited to Zomato from your A/c x5589 on 22/08/2024. Ref 1268397368,4449.58,debited,HSBC,Zomato,x5589,22/08/2024,1268397368,Food
Rs 2723.61 received to Zomato from your A/c x9290 on 21/10/2023. Ref 8123462006,2723.61,received,HSBC,Zomato,x9290,21/10/2023,8123462006,Food
Rs 6542.19 credited to Uber from your A/c x9990 on 29/03/2023. Ref 8687465283,6542.19,credited,ICICI,Uber,x9990,29/03/2023,8687465283,Shopping
Rs 2273.05 received to BigBasket from your A/c x7846 on 30/07/2023. Ref 8147176124,2273.05,received,Kotak,BigBasket,x7846,30/07/2023,8147176124,Transport
Rs 8889.82 debited to BigBasket from your A/c x2704 on 23/03/2023. Ref 9686742904,8889.82,debited,HDFC,BigBasket,x2704,23/03/2023,9686742904,Transport
Rs 2749.58 debited to BigBasket from your A/c x4001 on 18/11/2024. Ref 6708226235,2749.58,debited,Axis,BigBasket,x4001,18/11/2024,6708226235,Transport
Rs 7429.96 debited to Amazon from your A/c x8140 on 05/02/2025. Ref 2596355700,7429.96,debited,HDFC,Amazon,x8140,05/02/2025,2596355700,Shopping
Rs 6214.4 debited to Uber from your A/c x6972 on 12/03/2025. Ref 7384234078,6214.4,debited,Axis,Uber,x6972,12/03/2025,7384234078,Shopping
Rs 5508.03 debited to Uber from your A/c x9918 on 13/11/2024. Ref 1579580583,5508.03,debited,HDFC,Uber,x9918,13/11/2024,1579580583,Shopping
Rs 6597.23 credited to Zomato from your A/c x7623 on 24/12/2024. Ref 8675278942,6597.23,credited,Kotak,Zomato,x7623,24/12/2024,8675278942,Food
Rs 4640.39 credited to Uber from your A/c x3062 on 06/05/2023. Ref 3299381298,4640.39,credited,HSBC,Uber,x3062,06/05/2023,3299381298,Shopping
Rs 2214.64 credited to Zomato from your A/c x7816 on 22/01/2024. Ref 1075000167,2214.64,credited,SBI,Zomato,x7816,22/01/2024,1075000167,Food
Rs 766.63 received to Zomato from your A/c x4560 on 14/01/2024. Ref 3222149700,766.63,received,Axis,Zomato,x4560,14/01/2024,3222149700,Food
Rs 632.45 sent to Uber from your A/c x1727 on 18/09/2024. Ref 5971506949,632.45,sent,SBI,Uber,x1727,18/09/2024,5971506949,Shopping
Rs 6619.28 sent to Uber from your A/c x4621 on 27/07/2023. Ref 6222165179,6619.28,sent,SBI,Uber,x4621,27/07/2023,6222165179,Shopping
Rs 5223.11 sent to Zomato from your A/c x5079 on 26/10/2023. Ref 1815677918,5223.11,sent,SBI,Zomato,x5079,26/10/2023,1815677918,Food
Rs 7292.52 credited to Zomato from your A/c x5821 on 29/04/2024. Ref 9976450488,7292.52,credited,SBI,Zomato,x5821,29/04/2024,9976450488,Food
Rs 5879.43 credited to BigBasket from your A/c x2774 on 02/09/2024. Ref 9483807088,5879.43,credited,HSBC,BigBasket,x2774,02/09/2024,9483807088,Transport
Rs 4107.29 credited to Amazon from your A/c x3722 on 16/11/2024. Ref 7647636126,4107.29,credited,HSBC,Amazon,x3722,16/11/2024,7647636126,Shopping
Rs 5721.51 credited to BigBasket from your A/c x8557 on 03/04/2023. Ref 6023157926,5721.51,credited,ICICI,BigBasket,x8557,03/04/2023,6023157926,Transport
Rs 3320.4 received to BigBasket from your A/c x8176 on 27/04/2024. Ref 9495024214,3320.4,received,HDFC,BigBasket,x8176,27/04/2024,9495024214,Transport
Rs 9289.05 debited to Flipkart from your A/c x1633 on 10/10/2024. Ref 9328025066,9289.05,debited,HDFC,Flipkart,x1633,10/10/2024,9328025066,Grocery
Rs 3572.28 received to Zomato from your A/c x8028 on 13/04/2023. Ref 3435887615,3572.28,received,HSBC,Zomato,x8028,13/04/2023,3435887615,Food
Rs 3616.8 sent to Swiggy from your A/c x5275 on 13/12/2024. Ref 2292738656,3616.8,sent,HSBC,Swiggy,x5275,13/12/2024,2292738656,Food
Rs 7801.54 sent to Flipkart from your A/c x9533 on 25/01/2024. Ref 4446654628,7801.54,sent,HSBC,Flipkart,x9533,25/01/2024,4446654628,Grocery
Rs 6493.1 received to BigBasket from your A/c x4824 on 12/07/2024. Ref 4325990072,6493.1,received,Axis,BigBasket,x4824,12/07/2024,4325990072,Transport
Rs 4648.67 credited to Zomato from your A/c x5450 on 18/04/2023. Ref 4214381455,4648.67,credited,SBI,Zomato,x5450,18/04/2023,4214381455,Food
Rs 3735.07 credited to Uber from your A/c x3254 on 18/12/2024. Ref 1171555842,3735.07,credited,HSBC,Uber,x3254,18/12/2024,1171555842,Shopping
Rs 8890.51 credited to Amazon from your A/c x3145 on 04/07/2023. Ref 1607339291,8890.51,credited,SBI,Amazon,x3145,04/07/2023,1607339291,Shopping
Rs 1913.2 received to Uber from your A/c x7271 on 23/02/2025. Ref 7252392803,1913.2,received,HDFC,Uber,x7271,23/02/2025,7252392803,Shopping
Rs 730.96 sent to Zomato from your A/c x3944 on 02/11/2023. Ref 2208780385,730.96,sent,Axis,Zomato,x3944,02/11/2023,2208780385,Food
Rs 861.94 received to Swiggy from your A/c x2567 on 21/11/2023. Ref 9369517955,861.94,received,SBI,Swiggy,x2567,21/11/2023,9369517955,Food
Rs 7411.46 credited to Uber from your A/c x8682 on 10/03/2025. Ref 2366257968,7411.46,credited,ICICI,Uber,x8682,10/03/2025,2366257968,Shopping
Rs 1455.29 debited to Flipkart from your A/c x5306 on 30/01/2025. Ref 3477184140,1455.29,debited,HDFC,Flipkart,x5306,30/01/2025,3477184140,Grocery
Rs 5005.19 received to Flipkart from your A/c x6324 on 08/10/2023. Ref 3886135363,5005.19,received,Kotak,Flipkart,x6324,08/10/2023,3886135363,Grocery
Rs 7851.17 credited to Uber from your A/c x7190 on 28/04/2024. Ref 9776431744,7851.17,credited,HDFC,Uber,x7190,28/04/2024,9776431744,Shopping
Rs 4787.51 credited to BigBasket from your A/c x9220 on 20/02/2024. Ref 6730910854,4787.51,credited,ICICI,BigBasket,x9220,20/02/2024,6730910854,Transport
Rs 2131.71 debited to Zomato from your A/c x1852 on 01/02/2025. Ref 5034967317,2131.71,debited,ICICI,Zomato,x1852,01/02/2025,5034967317,Food
Rs 6269.59 received to Swiggy from your A/c x5788 on 26/01/2025. Ref 9731090469,6269.59,received,ICICI,Swiggy,x5788,26/01/2025,9731090469,Food
Rs 9111.57 credited to Uber from your A/c x4239 on 23/08/2023. Ref 3887871331,9111.57,credited,Axis,Uber,x4239,23/08/2023,3887871331,Shopping
Rs 5368.02 credited to Uber from your A/c x4602 on 07/03/2025. Ref 5804483990,5368.02,credited,Kotak,Uber,x4602,07/03/2025,5804483990,Shopping
Rs 983.21 sent to Zomato from your A/c x7552 on 22/01/2024. Ref 7012261320,983.21,sent,HSBC,Zomato,x7552,22/01/2024,7012261320,Food
Rs 3510.49 sent to Zomato from your A/c x8667 on 31/12/2023. Ref 4710402195,3510.49,sent,HSBC,Zomato,x8667,31/12/2023,4710402195,Food
Rs 8939.51 debited to Amazon from your A/c x7688 on 24/05/2023. Ref 2063613091,8939.51,debited,HDFC,Amazon,x7688,24/05/2023,2063613091,Shopping
Rs 1724.24 sent to BigBasket from your A/c x1853 on 22/08/2024. Ref 1696502581,1724.24,sent,Axis,BigBasket,x1853,22/08/2024,1696502581,Transport
Rs 238.7 received to Swiggy from your A/c x4798 on 24/11/2024. Ref 6054652705,238.7,received,Axis,Swiggy,x4798,24/11/2024,6054652705,Food
Rs 6973.14 received to BigBasket from your A/c x1333 on 21/03/2023. Ref 3157007761,6973.14,received,SBI,BigBasket,x1333,21/03/2023,3157007761,Transport
Rs 8562.57 debited to Zomato from your A/c x7171 on 28/11/2023. Ref 8075301733,8562.57,debited,Kotak,Zomato,x7171,28/11/2023,8075301733,Food
Rs 3524.14 debited to Uber from your A/c x1130 on 04/03/2024. Ref 4613838715,3524.14,debited,Kotak,Uber,x1130,04/03/2024,4613838715,Shopping
Rs 8980.74 credited to Uber from your A/c x9851 on 23/10/2023. Ref 8943517735,8980.74,credited,ICICI,Uber,x9851,23/10/2023,8943517735,Shopping
Rs 2327.21 sent to BigBasket from your A/c x6336 on 29/03/2023. Ref 4240689981,2327.21,sent,HSBC,BigBasket,x6336,29/03/2023,4240689981,Transport
Rs 4871.02 sent to Swiggy from your A/c x9359 on 16/07/2024. Ref 4526730679,4871.02,sent,ICICI,Swiggy,x9359,16/07/2024,4526730679,Food
Rs 3156.54 received to Swiggy from your A/c x8041 on 29/09/2023. Ref 3995493001,3156.54,received,Axis,Swiggy,x8041,29/09/2023,3995493001,Food
Rs 3310.13 received to Zomato from your A/c x4101 on 14/02/2025. Ref 6584119680,3310.13,received,ICICI,Zomato,x4101,14/02/2025,6584119680,Food
Rs 9008.82 sent to Zomato from your A/c x7246 on 28/03/2023. Ref 2421324192,9008.82,sent,ICICI,Zomato,x7246,28/03/2023,2421324192,Food
Rs 4149.1 received to Uber from your A/c x5512 on 24/12/2024. Ref 8242575954,4149.1,received,Axis,Uber,x5512,24/12/2024,8242575954,Shopping
Rs 5528.44 credited to BigBasket from your A/c x6217 on 02/09/2024. Ref 3764434187,5528.44,credited,SBI,BigBasket,x6217,02/09/2024,3764434187,Transport
Rs 8427.15 received to Swiggy from your A/c x6104 on 19/02/2025. Ref 9575417373,8427.15,received,Axis,Swiggy,x6104,19/02/2025,9575417373,Food
Rs 7266.85 sent to Uber from your A/c x2677 on 05/03/2025. Ref 8322612045,7266.85,sent,SBI,Uber,x2677,05/03/2025,8322612045,Shopping
Rs 8134.48 received to Zomato from your A/c x4196 on 14/07/2023. Ref 1280969551,8134.48,received,Axis,Zomato,x4196,14/07/2023,1280969551,Food
Rs 9788.13 sent to Amazon from your A/c x7260 on 17/11/2023. Ref 1998107798,9788.13,sent,HDFC,Amazon,x7260,17/11/2023,1998107798,Shopping
Rs 9916.56 received to Amazon from your A/c x3582 on 09/01/2024. Ref 3323653819,9916.56,received,SBI,Amazon,x3582,09/01/2024,3323653819,Shopping
Rs 2791.28 credited to Zomato from your A/c x9385 on 03/02/2024. Ref 5160580080,2791.28,credited,ICICI,Zomato,x9385,03/02/2024,5160580080,Food
Rs 3192.98 received to Swiggy from your A/c x4769 on 11/03/2024. Ref 8401474677,3192.98,received,ICICI,Swiggy,x4769,11/03/2024,8401474677,Food
Rs 100.3 debited to Amazon from your A/c x6251 on 09/03/2025. Ref 1591672744,100.3,debited,SBI,Amazon,x6251,09/03/2025,1591672744,Shopping
Rs 9268.1 debited to Flipkart from your A/c x3240 on 01/01/2025. Ref 9771435738,9268.1,debited,Kotak,Flipkart,x3240,01/01/2025,9771435738,Grocery
Rs 3121.12 sent to Zomato from your A/c x5536 on 31/03/2024. Ref 2417527972,3121.12,sent,Kotak,Zomato,x5536,31/03/2024,2417527972,Food
Rs 9174.96 received to Flipkart from your A/c x3663 on 06/11/2023. Ref 2927305083,9174.96,received,HSBC,Flipkart,x3663,06/11/2023,2927305083,Grocery
Rs 6371.04 received to Zomato from your A/c x5204 on 12/07/2024. Ref 4966965995,6371.04,received,HSBC,Zomato,x5204,12/07/2024,4966965995,Food
Rs 4714.44 credited to Zomato from your A/c x3559 on 13/07/2024. Ref 2548400690,4714.44,credited,Kotak,Zomato,x3559,13/07/2024,2548400690,Food
Rs 3917.15 received to Swiggy from your A/c x8218 on 11/04/2023. Ref 6975988775,3917.15,received,SBI,Swiggy,x8218,11/04/2023,6975988775,Food
Rs 1856.81 credited to Zomato from your A/c x6968 on 23/07/2024. Ref 2078410568,1856.81,credited,HSBC,Zomato,x6968,23/07/2024,2078410568,Food
Rs 7240.76 received to Amazon from your A/c x6789 on 28/07/2023. Ref 5528852118,7240.76,received,HDFC,Amazon,x6789,28/07/2023,5528852118,Shopping
Rs 1438.58 debited to Uber from your A/c x1988 on 01/01/2025. Ref 4490455872,1438.58,debited,ICICI,Uber,x1988,01/01/2025,4490455872,Shopping
Rs 5552.23 sent to Swiggy from your A/c x1236 on 21/02/2025. Ref 5086110849,5552.23,sent,SBI,Swiggy,x1236,21/02/2025,5086110849,Food
Rs 451.74 credited to Flipkart from your A/c x6963 on 07/09/2024. Ref 9672775397,451.74,credited,Axis,Flipkart,x6963,07/09/2024,9672775397,Grocery
Rs 1778.49 sent to Amazon from your A/c x8038 on 03/11/2024. Ref 4364400798,1778.49,sent,Axis,Amazon,x8038,03/11/2024,4364400798,Shopping
Rs 7888.26 sent to Swiggy from your A/c x9731 on 26/03/2024. Ref 8117840865,7888.26,sent,Kotak,Swiggy,x9731,26/03/2024,8117840865,Food
Rs 8822.01 credited to Zomato from your A/c x8564 on 06/10/2023. Ref 5624976515,8822.01,credited,Axis,Zomato,x8564,06/10/2023,5624976515,Food
Rs 763.33 sent to Swiggy from your A/c x1548 on 13/02/2025. Ref 5152306105,763.33,sent,HSBC,Swiggy,x1548,13/02/2025,5152306105,Food
Rs 9237.98 debited to Swiggy from your A/c x1155 on 24/01/2025. Ref 7304041372,9237.98,debited,Axis,Swiggy,x1155,24/01/2025,7304041372,Food
Rs 3299.36 sent to BigBasket from your A/c x9393 on 14/10/2023. Ref 9545716442,3299.36,sent,Kotak,BigBasket,x9393,14/10/2023,9545716442,Transport
Rs 3403.75 received to Swiggy from your A/c x4568 on 27/07/2024. Ref 2724597485,3403.75,received,HDFC,Swiggy,x4568,27/07/2024,2724597485,Food
Rs 4405.08 debited to Uber from your A/c x3973 on 20/06/2024. Ref 5648880119,4405.08,debited,HDFC,Uber,x3973,20/06/2024,5648880119,Shopping
Rs 4037.16 debited to Amazon from your A/c x3867 on 28/01/2024. Ref 7519819740,4037.16,debited,Axis,Amazon,x3867,28/01/2024,7519819740,Shopping
Rs 1708.1 debited to Zomato from your A/c x5065 on 09/03/2025. Ref 9387342066,1708.1,debited,ICICI,Zomato,x5065,09/03/2025,9387342066,Food
Rs 8854.45 credited to Uber from your A/c x2725 on 24/07/2024. Ref 1683240489,8854.45,credited,ICICI,Uber,x2725,24/07/2024,1683240489,Shopping
Rs 233.85 credited to Uber from your A/c x9954 on 24/10/2024. Ref 3896788339,233.85,credited,ICICI,Uber,x9954,24/10/2024,3896788339,Shopping
Rs 3256.08 credited to Uber from your A/c x6407 on 07/01/2024. Ref 6610717864,3256.08,credited,HSBC,Uber,x6407,07/01/2024,6610717864,Shopping
Rs 5295.91 debited to Uber from your A/c x2075 on 26/07/2024. Ref 1941974003,5295.91,debited,Axis,Uber,x2075,26/07/2024,1941974003,Shopping
Rs 4104.55 sent to Zomato from your A/c x3701 on 02/12/2023. Ref 2231858249,4104.55,sent,Kotak,Zomato,x3701,02/12/2023,2231858249,Food
Rs 6601.76 credited to BigBasket from your A/c x8309 on 29/10/2023. Ref 1159373398,6601.76,credited,HSBC,BigBasket,x8309,29/10/2023,1159373398,Transport
Rs 9842.47 sent to BigBasket from your A/c x8449 on 14/08/2024. Ref 1158197086,9842.47,sent,ICICI,BigBasket,x8449,14/08/2024,1158197086,Transport
Rs 3740.24 credited to Zomato from your A/c x3882 on 01/05/2024. Ref 6260071566,3740.24,credited,ICICI,Zomato,x3882,01/05/2024,6260071566,Food
Rs 172.41 debited to Zomato from your A/c x5528 on 07/11/2024. Ref 6651075830,172.41,debited,HDFC,Zomato,x5528,07/11/2024,6651075830,Food
Rs 1380.66 received to Amazon from your A/c x3284 on 08/02/2024. Ref 4856396743,1380.66,received,HSBC,Amazon,x3284,08/02/2024,4856396743,Shopping
Rs 4101.99 credited to Uber from your A/c x9847 on 04/09/2024. Ref 4160240808,4101.99,credited,HDFC,Uber,x9847,04/09/2024,4160240808,Shopping
Rs 3872.87 credited to Swiggy from your A/c x6417 on 06/12/2023. Ref 8066948202,3872.87,credited,SBI,Swiggy,x6417,06/12/2023,8066948202,Food
Rs 3496.11 received to Swiggy from your A/c x2587 on 18/05/2023. Ref 6732904007,3496.11,received,Axis,Swiggy,x2587,18/05/2023,6732904007,Food
Rs 2326.63 sent to Flipkart from your A/c x7314 on 06/02/2025. Ref 7154070784,2326.63,sent,HSBC,Flipkart,x7314,06/02/2025,7154070784,Grocery
Rs 6483.34 received to Amazon from your A/c x8207 on 30/01/2024. Ref 2537848702,6483.34,received,Axis,Amazon,x8207,30/01/2024,2537848702,Shopping
Rs 9292.67 received to Flipkart from your A/c x8818 on 10/12/2023. Ref 2584321079,9292.67,received,SBI,Flipkart,x8818,10/12/2023,2584321079,Grocery
Rs 7864.01 debited to Zomato from your A/c x1153 on 06/05/2024. Ref 1139599809,7864.01,debited,HSBC,Zomato,x1153,06/05/2024,1139599809,Food
Rs 7476.89 debited to Amazon from your A/c x5795 on 22/02/2025. Ref 9979151084,7476.89,debited,Axis,Amazon,x5795,22/02/2025,9979151084,Shopping
